Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_0_46_6,VGND,li1,9.2000,136.0000,0.000015
FILLER_0_45_294,VGND,li1,140.9900,136.0000,0.000045
FILLER_0_45_288,VGND,li1,139.3800,136.0000,0.000045
FILLER_0_45_281,VGND,li1,135.7000,136.0000,0.000044
FILLER_0_45_279,VGND,li1,134.0900,136.0000,0.000043
FILLER_0_45_273,VGND,li1,132.4800,136.0000,0.000043
FILLER_0_45_261,VGND,li1,128.3400,136.0000,0.000042
FILLER_0_45_249,VGND,li1,122.8200,136.0000,0.000040
FILLER_0_45_237,VGND,li1,117.3000,136.0000,0.000038
FILLER_0_45_225,VGND,li1,111.7800,136.0000,0.000036
FILLER_0_45_223,VGND,li1,108.3300,136.0000,0.000035
FILLER_0_45_217,VGND,li1,106.7200,136.0000,0.000035
FILLER_0_45_205,VGND,li1,102.5800,136.0000,0.000033
FILLER_0_45_193,VGND,li1,97.0600,136.0000,0.000031
FILLER_0_45_181,VGND,li1,91.5400,136.0000,0.000030
FILLER_0_45_169,VGND,li1,86.0200,136.0000,0.000028
FILLER_0_45_167,VGND,li1,82.5700,136.0000,0.000026
FILLER_0_45_161,VGND,li1,80.9600,136.0000,0.000026
FILLER_0_45_149,VGND,li1,76.8200,136.0000,0.000025
FILLER_0_45_137,VGND,li1,71.3000,136.0000,0.000023
FILLER_0_45_125,VGND,li1,65.7800,136.0000,0.000021
FILLER_0_45_113,VGND,li1,60.2600,136.0000,0.000020
FILLER_0_45_111,VGND,li1,56.8100,136.0000,0.000018
FILLER_0_45_105,VGND,li1,55.2000,136.0000,0.000018
FILLER_0_45_93,VGND,li1,51.0600,136.0000,0.000017
FILLER_0_45_81,VGND,li1,45.5400,136.0000,0.000014
FILLER_0_45_69,VGND,li1,40.0200,136.0000,0.000013
FILLER_0_45_57,VGND,li1,34.5000,136.0000,0.000011
FILLER_0_45_55,VGND,li1,31.0500,136.0000,0.000010
FILLER_0_45_49,VGND,li1,29.4400,136.0000,0.000010
FILLER_0_45_37,VGND,li1,25.3000,136.0000,0.000008
FILLER_0_45_29,VGND,li1,19.0900,136.0000,0.000012
FILLER_0_45_23,VGND,li1,17.4800,136.0000,0.000012
FILLER_0_45_14,VGND,li1,13.3400,136.0000,0.000014
FILLER_0_45_7,VGND,li1,9.6600,136.0000,0.000015
FILLER_0_44_295,VGND,li1,141.4500,130.5600,0.000020
FILLER_0_44_289,VGND,li1,139.8400,130.5600,0.000020
FILLER_0_44_277,VGND,li1,135.7000,130.5600,0.000019
FILLER_0_44_265,VGND,li1,130.1800,130.5600,0.000019
FILLER_0_44_253,VGND,li1,124.6600,130.5600,0.000019
FILLER_0_44_251,VGND,li1,121.2100,130.5600,0.000019
FILLER_0_44_245,VGND,li1,119.6000,130.5600,0.000019
FILLER_0_44_233,VGND,li1,115.4600,130.5600,0.000019
FILLER_0_44_221,VGND,li1,109.9400,130.5600,0.000018
FILLER_0_44_209,VGND,li1,104.4200,130.5600,0.000018
FILLER_0_44_197,VGND,li1,98.9000,130.5600,0.000018
FILLER_0_44_195,VGND,li1,95.4500,130.5600,0.000017
FILLER_0_44_189,VGND,li1,93.8400,130.5600,0.000017
FILLER_0_44_177,VGND,li1,89.7000,130.5600,0.000016
FILLER_0_44_165,VGND,li1,84.1800,130.5600,0.000015
FILLER_0_44_153,VGND,li1,78.6600,130.5600,0.000015
FILLER_0_44_141,VGND,li1,73.1400,130.5600,0.000014
FILLER_0_44_139,VGND,li1,69.6900,130.5600,0.000013
FILLER_0_44_133,VGND,li1,68.0800,130.5600,0.000013
FILLER_0_44_121,VGND,li1,63.9400,130.5600,0.000012
FILLER_0_44_109,VGND,li1,58.4200,130.5600,0.000011
FILLER_0_44_97,VGND,li1,52.9000,130.5600,0.000011
FILLER_0_44_85,VGND,li1,47.3800,130.5600,0.000010
FILLER_0_44_83,VGND,li1,43.9300,130.5600,0.000009
FILLER_0_44_71,VGND,li1,40.9400,130.5600,0.000009
FILLER_0_44_59,VGND,li1,35.4200,130.5600,0.000008
FILLER_0_44_52,VGND,li1,29.6700,130.5600,0.000007
FILLER_0_44_40,VGND,li1,26.6800,130.5600,0.000006
FILLER_0_44_35,VGND,li1,21.8500,130.5600,0.000006
FILLER_0_44_29,VGND,li1,20.2400,130.5600,0.000006
FILLER_0_44_26,VGND,li1,17.9400,130.5600,0.000007
FILLER_0_44_18,VGND,li1,15.6400,130.5600,0.000007
FILLER_0_44_6,VGND,li1,11.0400,130.5600,0.000007
FILLER_0_43_293,VGND,li1,141.6800,130.5600,0.000020
FILLER_0_43_281,VGND,li1,137.5400,130.5600,0.000019
FILLER_0_43_279,VGND,li1,134.0900,130.5600,0.000019
FILLER_0_43_273,VGND,li1,132.4800,130.5600,0.000019
FILLER_0_43_261,VGND,li1,128.3400,130.5600,0.000019
FILLER_0_43_249,VGND,li1,122.8200,130.5600,0.000019
FILLER_0_43_237,VGND,li1,117.3000,130.5600,0.000019
FILLER_0_43_225,VGND,li1,111.7800,130.5600,0.000018
FILLER_0_43_223,VGND,li1,108.3300,130.5600,0.000018
FILLER_0_43_217,VGND,li1,106.7200,130.5600,0.000018
FILLER_0_43_205,VGND,li1,100.2800,130.5600,0.000018
FILLER_0_43_193,VGND,li1,97.0600,130.5600,0.000017
FILLER_0_43_181,VGND,li1,91.5400,130.5600,0.000016
FILLER_0_43_169,VGND,li1,86.0200,130.5600,0.000016
FILLER_0_43_167,VGND,li1,82.5700,130.5600,0.000015
FILLER_0_43_161,VGND,li1,80.9600,130.5600,0.000015
FILLER_0_43_149,VGND,li1,76.8200,130.5600,0.000014
FILLER_0_43_137,VGND,li1,71.3000,130.5600,0.000013
FILLER_0_43_125,VGND,li1,65.7800,130.5600,0.000013
FILLER_0_43_113,VGND,li1,60.2600,130.5600,0.000012
FILLER_0_43_111,VGND,li1,56.8100,130.5600,0.000011
FILLER_0_43_105,VGND,li1,55.2000,130.5600,0.000011
FILLER_0_43_93,VGND,li1,51.0600,130.5600,0.000010
FILLER_0_43_81,VGND,li1,45.5400,130.5600,0.000009
FILLER_0_43_69,VGND,li1,40.0200,130.5600,0.000009
FILLER_0_43_57,VGND,li1,34.5000,130.5600,0.000008
FILLER_0_43_54,VGND,li1,30.8200,130.5600,0.000007
FILLER_0_43_38,VGND,li1,23.4600,130.5600,0.000006
FILLER_0_43_29,VGND,li1,19.7800,130.5600,0.000006
FILLER_0_43_17,VGND,li1,16.1000,130.5600,0.000007
FILLER_0_43_3,VGND,li1,8.7400,130.5600,0.000007
FILLER_0_42_295,VGND,li1,141.4500,125.1200,0.000089
FILLER_0_42_287,VGND,li1,139.3800,125.1200,0.000089
FILLER_0_42_275,VGND,li1,134.7800,125.1200,0.000088
FILLER_0_42_265,VGND,li1,128.3400,125.1200,0.000087
FILLER_0_42_253,VGND,li1,124.6600,125.1200,0.000086
FILLER_0_42_249,VGND,li1,120.7500,125.1200,0.000085
FILLER_0_42_237,VGND,li1,117.3000,125.1200,0.000083
FILLER_0_42_225,VGND,li1,111.7800,125.1200,0.000081
FILLER_0_42_215,VGND,li1,104.6500,125.1200,0.000077
FILLER_0_42_209,VGND,li1,103.0400,125.1200,0.000077
FILLER_0_42_197,VGND,li1,98.9000,125.1200,0.000074
FILLER_0_42_195,VGND,li1,95.4500,125.1200,0.000070
FILLER_0_42_189,VGND,li1,93.8400,125.1200,0.000070
FILLER_0_42_177,VGND,li1,89.7000,125.1200,0.000066
FILLER_0_42_165,VGND,li1,84.1800,125.1200,0.000061
FILLER_0_42_153,VGND,li1,78.6600,125.1200,0.000058
FILLER_0_42_141,VGND,li1,73.1400,125.1200,0.000053
FILLER_0_42_139,VGND,li1,69.6900,125.1200,0.000049
FILLER_0_42_133,VGND,li1,68.0800,125.1200,0.000049
FILLER_0_42_121,VGND,li1,63.9400,125.1200,0.000046
FILLER_0_42_109,VGND,li1,58.4200,125.1200,0.000040
FILLER_0_42_97,VGND,li1,52.9000,125.1200,0.000037
FILLER_0_42_85,VGND,li1,47.3800,125.1200,0.000033
FILLER_0_42_72,VGND,li1,41.4000,125.1200,0.000027
FILLER_0_42_60,VGND,li1,33.5800,125.1200,0.000021
FILLER_0_42_52,VGND,li1,31.2800,125.1200,0.000019
FILLER_0_42_40,VGND,li1,26.6800,125.1200,0.000013
FILLER_0_42_29,VGND,li1,19.7800,125.1200,0.000016
FILLER_0_42_27,VGND,li1,18.1700,125.1200,0.000016
FILLER_0_42_19,VGND,li1,16.1000,125.1200,0.000016
FILLER_0_42_7,VGND,li1,11.5000,125.1200,0.000018
FILLER_0_41_295,VGND,li1,141.4500,125.1200,0.000089
FILLER_0_41_289,VGND,li1,139.8400,125.1200,0.000089
FILLER_0_41_279,VGND,li1,134.0900,125.1200,0.000088
FILLER_0_41_262,VGND,li1,128.8000,125.1200,0.000087
FILLER_0_41_249,VGND,li1,121.4400,125.1200,0.000085
FILLER_0_41_237,VGND,li1,117.3000,125.1200,0.000083
FILLER_0_41_225,VGND,li1,111.7800,125.1200,0.000081
FILLER_0_41_221,VGND,li1,107.8700,125.1200,0.000079
FILLER_0_41_205,VGND,li1,100.5100,125.1200,0.000074
FILLER_0_41_193,VGND,li1,97.0600,125.1200,0.000071
FILLER_0_41_181,VGND,li1,91.5400,125.1200,0.000068
FILLER_0_41_169,VGND,li1,86.0200,125.1200,0.000063
FILLER_0_41_167,VGND,li1,82.5700,125.1200,0.000059
FILLER_0_41_161,VGND,li1,80.9600,125.1200,0.000059
FILLER_0_41_149,VGND,li1,76.8200,125.1200,0.000056
FILLER_0_41_137,VGND,li1,71.3000,125.1200,0.000051
FILLER_0_41_125,VGND,li1,65.7800,125.1200,0.000047
FILLER_0_41_113,VGND,li1,60.2600,125.1200,0.000043
FILLER_0_41_111,VGND,li1,56.8100,125.1200,0.000039
FILLER_0_41_105,VGND,li1,55.2000,125.1200,0.000039
FILLER_0_41_93,VGND,li1,51.0600,125.1200,0.000035
FILLER_0_41_81,VGND,li1,45.5400,125.1200,0.000030
FILLER_0_41_69,VGND,li1,40.0200,125.1200,0.000027
FILLER_0_41_57,VGND,li1,34.5000,125.1200,0.000021
FILLER_0_41_54,VGND,li1,30.8200,125.1200,0.000019
FILLER_0_41_42,VGND,li1,27.6000,125.1200,0.000016
FILLER_0_41_30,VGND,li1,22.0800,125.1200,0.000015
FILLER_0_41_18,VGND,li1,16.5600,125.1200,0.000016
FILLER_0_41_6,VGND,li1,11.0400,125.1200,0.000018
FILLER_0_40_295,VGND,li1,141.4500,119.6800,0.000036
FILLER_0_40_291,VGND,li1,140.3000,119.6800,0.000036
FILLER_0_40_284,VGND,li1,136.6200,119.6800,0.000036
FILLER_0_40_277,VGND,li1,133.4000,119.6800,0.000036
FILLER_0_40_265,VGND,li1,130.1800,119.6800,0.000035
FILLER_0_40_253,VGND,li1,124.6600,119.6800,0.000035
FILLER_0_40_244,VGND,li1,119.6000,119.6800,0.000034
FILLER_0_40_232,VGND,li1,115.0000,119.6800,0.000033
FILLER_0_40_221,VGND,li1,107.8700,119.6800,0.000031
FILLER_0_40_209,VGND,li1,104.4200,119.6800,0.000030
FILLER_0_40_197,VGND,li1,98.9000,119.6800,0.000029
FILLER_0_40_195,VGND,li1,95.4500,119.6800,0.000027
FILLER_0_40_189,VGND,li1,93.8400,119.6800,0.000027
FILLER_0_40_177,VGND,li1,89.7000,119.6800,0.000026
FILLER_0_40_165,VGND,li1,84.1800,119.6800,0.000024
FILLER_0_40_153,VGND,li1,78.6600,119.6800,0.000023
FILLER_0_40_141,VGND,li1,73.1400,119.6800,0.000021
FILLER_0_40_139,VGND,li1,69.6900,119.6800,0.000019
FILLER_0_40_133,VGND,li1,68.0800,119.6800,0.000019
FILLER_0_40_121,VGND,li1,63.9400,119.6800,0.000018
FILLER_0_40_109,VGND,li1,58.4200,119.6800,0.000016
FILLER_0_40_97,VGND,li1,52.9000,119.6800,0.000015
FILLER_0_40_85,VGND,li1,47.3800,119.6800,0.000013
FILLER_0_40_83,VGND,li1,43.9300,119.6800,0.000011
FILLER_0_40_77,VGND,li1,42.3200,119.6800,0.000011
FILLER_0_40_65,VGND,li1,38.1800,119.6800,0.000010
FILLER_0_40_53,VGND,li1,32.6600,119.6800,0.000008
FILLER_0_40_41,VGND,li1,27.1400,119.6800,0.000007
FILLER_0_40_29,VGND,li1,21.6200,119.6800,0.000007
FILLER_0_40_27,VGND,li1,18.1700,119.6800,0.000008
FILLER_0_40_19,VGND,li1,16.1000,119.6800,0.000009
FILLER_0_40_7,VGND,li1,11.5000,119.6800,0.000011
FILLER_0_39_295,VGND,li1,141.4500,119.6800,0.000036
FILLER_0_39_289,VGND,li1,139.8400,119.6800,0.000036
FILLER_0_39_285,VGND,li1,136.8500,119.6800,0.000036
FILLER_0_39_281,VGND,li1,135.7000,119.6800,0.000036
FILLER_0_39_276,VGND,li1,133.4000,119.6800,0.000036
FILLER_0_39_264,VGND,li1,129.7200,119.6800,0.000035
FILLER_0_39_252,VGND,li1,124.2000,119.6800,0.000035
FILLER_0_39_240,VGND,li1,118.6800,119.6800,0.000034
FILLER_0_39_225,VGND,li1,110.8600,119.6800,0.000032
FILLER_0_39_223,VGND,li1,108.3300,119.6800,0.000031
FILLER_0_39_217,VGND,li1,106.7200,119.6800,0.000031
FILLER_0_39_205,VGND,li1,102.5800,119.6800,0.000030
FILLER_0_39_193,VGND,li1,97.0600,119.6800,0.000028
FILLER_0_39_181,VGND,li1,91.5400,119.6800,0.000026
FILLER_0_39_169,VGND,li1,86.0200,119.6800,0.000025
FILLER_0_39_167,VGND,li1,82.5700,119.6800,0.000023
FILLER_0_39_161,VGND,li1,80.9600,119.6800,0.000023
FILLER_0_39_149,VGND,li1,76.8200,119.6800,0.000022
FILLER_0_39_137,VGND,li1,71.3000,119.6800,0.000020
FILLER_0_39_125,VGND,li1,65.7800,119.6800,0.000019
FILLER_0_39_113,VGND,li1,60.2600,119.6800,0.000017
FILLER_0_39_111,VGND,li1,56.8100,119.6800,0.000015
FILLER_0_39_105,VGND,li1,55.2000,119.6800,0.000015
FILLER_0_39_93,VGND,li1,51.0600,119.6800,0.000014
FILLER_0_39_81,VGND,li1,45.5400,119.6800,0.000012
FILLER_0_39_69,VGND,li1,40.0200,119.6800,0.000011
FILLER_0_39_57,VGND,li1,34.5000,119.6800,0.000009
FILLER_0_39_54,VGND,li1,30.8200,119.6800,0.000008
FILLER_0_39_42,VGND,li1,27.6000,119.6800,0.000007
FILLER_0_39_30,VGND,li1,22.0800,119.6800,0.000007
FILLER_0_39_18,VGND,li1,16.5600,119.6800,0.000009
FILLER_0_39_6,VGND,li1,11.0400,119.6800,0.000011
FILLER_0_38_298,VGND,li1,142.8300,114.2400,0.000063
FILLER_0_38_292,VGND,li1,141.2200,114.2400,0.000063
FILLER_0_38_277,VGND,li1,134.7800,114.2400,0.000061
FILLER_0_38_265,VGND,li1,130.1800,114.2400,0.000060
FILLER_0_38_253,VGND,li1,124.6600,114.2400,0.000057
FILLER_0_38_251,VGND,li1,121.2100,114.2400,0.000055
FILLER_0_38_245,VGND,li1,119.6000,114.2400,0.000055
FILLER_0_38_233,VGND,li1,115.4600,114.2400,0.000053
FILLER_0_38_221,VGND,li1,109.9400,114.2400,0.000050
FILLER_0_38_209,VGND,li1,104.4200,114.2400,0.000048
FILLER_0_38_197,VGND,li1,98.9000,114.2400,0.000045
FILLER_0_38_195,VGND,li1,95.4500,114.2400,0.000043
FILLER_0_38_189,VGND,li1,93.8400,114.2400,0.000043
FILLER_0_38_177,VGND,li1,89.7000,114.2400,0.000041
FILLER_0_38_165,VGND,li1,84.1800,114.2400,0.000037
FILLER_0_38_153,VGND,li1,78.6600,114.2400,0.000035
FILLER_0_38_141,VGND,li1,73.1400,114.2400,0.000033
FILLER_0_38_139,VGND,li1,69.6900,114.2400,0.000030
FILLER_0_38_133,VGND,li1,68.0800,114.2400,0.000030
FILLER_0_38_121,VGND,li1,63.9400,114.2400,0.000028
FILLER_0_38_109,VGND,li1,58.4200,114.2400,0.000025
FILLER_0_38_97,VGND,li1,52.9000,114.2400,0.000023
FILLER_0_38_85,VGND,li1,47.3800,114.2400,0.000020
FILLER_0_38_83,VGND,li1,43.9300,114.2400,0.000018
FILLER_0_38_77,VGND,li1,42.3200,114.2400,0.000018
FILLER_0_38_65,VGND,li1,38.1800,114.2400,0.000016
FILLER_0_38_56,VGND,li1,31.5100,114.2400,0.000011
FILLER_0_38_47,VGND,li1,27.3700,114.2400,0.000010
FILLER_0_38_41,VGND,li1,25.7600,114.2400,0.000009
FILLER_0_38_29,VGND,li1,21.6200,114.2400,0.000010
FILLER_0_38_24,VGND,li1,17.4800,114.2400,0.000010
FILLER_0_38_3,VGND,li1,7.8200,114.2400,0.000012
FILLER_0_37_293,VGND,li1,140.7600,114.2400,0.000063
FILLER_0_37_281,VGND,li1,137.5400,114.2400,0.000062
FILLER_0_37_277,VGND,li1,133.6300,114.2400,0.000061
FILLER_0_37_265,VGND,li1,130.1800,114.2400,0.000060
FILLER_0_37_253,VGND,li1,122.1300,114.2400,0.000056
FILLER_0_37_249,VGND,li1,120.9800,114.2400,0.000055
FILLER_0_37_237,VGND,li1,117.3000,114.2400,0.000054
FILLER_0_37_225,VGND,li1,111.7800,114.2400,0.000051
FILLER_0_37_223,VGND,li1,108.3300,114.2400,0.000049
FILLER_0_37_217,VGND,li1,106.7200,114.2400,0.000049
FILLER_0_37_205,VGND,li1,102.5800,114.2400,0.000047
FILLER_0_37_193,VGND,li1,97.0600,114.2400,0.000044
FILLER_0_37_181,VGND,li1,91.5400,114.2400,0.000042
FILLER_0_37_169,VGND,li1,86.0200,114.2400,0.000039
FILLER_0_37_167,VGND,li1,82.5700,114.2400,0.000036
FILLER_0_37_161,VGND,li1,80.9600,114.2400,0.000036
FILLER_0_37_149,VGND,li1,76.8200,114.2400,0.000034
FILLER_0_37_137,VGND,li1,71.3000,114.2400,0.000031
FILLER_0_37_125,VGND,li1,65.7800,114.2400,0.000029
FILLER_0_37_113,VGND,li1,60.2600,114.2400,0.000026
FILLER_0_37_111,VGND,li1,56.8100,114.2400,0.000024
FILLER_0_37_105,VGND,li1,55.2000,114.2400,0.000024
FILLER_0_37_93,VGND,li1,51.0600,114.2400,0.000022
FILLER_0_37_81,VGND,li1,45.5400,114.2400,0.000019
FILLER_0_37_69,VGND,li1,40.0200,114.2400,0.000017
FILLER_0_37_57,VGND,li1,34.5000,114.2400,0.000013
FILLER_0_37_50,VGND,li1,29.9000,114.2400,0.000011
FILLER_0_37_38,VGND,li1,25.7600,114.2400,0.000009
FILLER_0_37_26,VGND,li1,20.2400,114.2400,0.000010
FILLER_0_37_14,VGND,li1,14.7200,114.2400,0.000011
FILLER_0_37_10,VGND,li1,10.3500,114.2400,0.000012
FILLER_0_37_6,VGND,li1,9.2000,114.2400,0.000012
FILLER_0_36_289,VGND,li1,139.8400,108.8000,0.000057
FILLER_0_36_277,VGND,li1,135.7000,108.8000,0.000055
FILLER_0_36_265,VGND,li1,130.1800,108.8000,0.000053
FILLER_0_36_253,VGND,li1,124.6600,108.8000,0.000051
FILLER_0_36_251,VGND,li1,121.2100,108.8000,0.000049
FILLER_0_36_245,VGND,li1,119.6000,108.8000,0.000049
FILLER_0_36_233,VGND,li1,115.4600,108.8000,0.000048
FILLER_0_36_221,VGND,li1,109.9400,108.8000,0.000045
FILLER_0_36_209,VGND,li1,104.4200,108.8000,0.000044
FILLER_0_36_197,VGND,li1,98.9000,108.8000,0.000041
FILLER_0_36_195,VGND,li1,95.4500,108.8000,0.000039
FILLER_0_36_189,VGND,li1,93.8400,108.8000,0.000039
FILLER_0_36_177,VGND,li1,89.7000,108.8000,0.000038
FILLER_0_36_165,VGND,li1,84.1800,108.8000,0.000035
FILLER_0_36_153,VGND,li1,78.6600,108.8000,0.000034
FILLER_0_36_141,VGND,li1,73.1400,108.8000,0.000032
FILLER_0_36_139,VGND,li1,69.6900,108.8000,0.000030
FILLER_0_36_133,VGND,li1,68.0800,108.8000,0.000030
FILLER_0_36_121,VGND,li1,63.9400,108.8000,0.000028
FILLER_0_36_109,VGND,li1,58.4200,108.8000,0.000026
FILLER_0_36_97,VGND,li1,52.9000,108.8000,0.000024
FILLER_0_36_85,VGND,li1,47.3800,108.8000,0.000022
FILLER_0_36_83,VGND,li1,43.9300,108.8000,0.000020
FILLER_0_36_77,VGND,li1,42.3200,108.8000,0.000020
FILLER_0_36_65,VGND,li1,38.1800,108.8000,0.000018
FILLER_0_36_59,VGND,li1,32.8900,108.8000,0.000015
FILLER_0_36_53,VGND,li1,31.2800,108.8000,0.000015
FILLER_0_36_41,VGND,li1,27.1400,108.8000,0.000013
FILLER_0_36_29,VGND,li1,21.6200,108.8000,0.000014
FILLER_0_36_6,VGND,li1,11.0400,108.8000,0.000019
FILLER_0_35_293,VGND,li1,140.9900,108.8000,0.000057
FILLER_0_35_281,VGND,li1,137.5400,108.8000,0.000056
FILLER_0_35_279,VGND,li1,134.0900,108.8000,0.000054
FILLER_0_35_273,VGND,li1,131.7900,108.8000,0.000053
FILLER_0_35_261,VGND,li1,128.3400,108.8000,0.000053
FILLER_0_35_249,VGND,li1,122.8200,108.8000,0.000050
FILLER_0_35_237,VGND,li1,117.3000,108.8000,0.000048
FILLER_0_35_225,VGND,li1,111.7800,108.8000,0.000046
FILLER_0_35_223,VGND,li1,108.3300,108.8000,0.000044
FILLER_0_35_217,VGND,li1,106.7200,108.8000,0.000044
FILLER_0_35_205,VGND,li1,102.5800,108.8000,0.000043
FILLER_0_35_193,VGND,li1,97.0600,108.8000,0.000040
FILLER_0_35_181,VGND,li1,91.5400,108.8000,0.000039
FILLER_0_35_169,VGND,li1,86.0200,108.8000,0.000037
FILLER_0_35_167,VGND,li1,82.5700,108.8000,0.000035
FILLER_0_35_161,VGND,li1,80.9600,108.8000,0.000035
FILLER_0_35_149,VGND,li1,76.8200,108.8000,0.000033
FILLER_0_35_137,VGND,li1,71.3000,108.8000,0.000030
FILLER_0_35_125,VGND,li1,65.7800,108.8000,0.000029
FILLER_0_35_113,VGND,li1,60.2600,108.8000,0.000027
FILLER_0_35_110,VGND,li1,56.5800,108.8000,0.000025
FILLER_0_35_102,VGND,li1,54.2800,108.8000,0.000024
FILLER_0_35_90,VGND,li1,49.6800,108.8000,0.000023
FILLER_0_35_78,VGND,li1,44.1600,108.8000,0.000021
FILLER_0_35_66,VGND,li1,38.6400,108.8000,0.000018
FILLER_0_35_57,VGND,li1,31.9700,108.8000,0.000015
FILLER_0_35_55,VGND,li1,31.0500,108.8000,0.000014
FILLER_0_35_49,VGND,li1,29.4400,108.8000,0.000014
FILLER_0_35_37,VGND,li1,25.3000,108.8000,0.000012
FILLER_0_35_25,VGND,li1,19.7800,108.8000,0.000016
FILLER_0_35_7,VGND,li1,11.5000,108.8000,0.000019
FILLER_0_34_295,VGND,li1,141.4500,103.3600,0.000012
FILLER_0_34_289,VGND,li1,139.8400,103.3600,0.000012
FILLER_0_34_277,VGND,li1,135.7000,103.3600,0.000011
FILLER_0_34_265,VGND,li1,130.1800,103.3600,0.000011
FILLER_0_34_257,VGND,li1,123.9700,103.3600,0.000011
FILLER_0_34_253,VGND,li1,122.8200,103.3600,0.000011
FILLER_0_34_251,VGND,li1,121.2100,103.3600,0.000010
FILLER_0_34_245,VGND,li1,119.6000,103.3600,0.000010
FILLER_0_34_233,VGND,li1,115.4600,103.3600,0.000010
FILLER_0_34_221,VGND,li1,109.9400,103.3600,0.000009
FILLER_0_34_209,VGND,li1,104.4200,103.3600,0.000009
FILLER_0_34_197,VGND,li1,98.9000,103.3600,0.000009
FILLER_0_34_195,VGND,li1,95.4500,103.3600,0.000008
FILLER_0_34_189,VGND,li1,93.8400,103.3600,0.000008
FILLER_0_34_177,VGND,li1,89.7000,103.3600,0.000008
FILLER_0_34_165,VGND,li1,84.1800,103.3600,0.000007
FILLER_0_34_153,VGND,li1,78.6600,103.3600,0.000007
FILLER_0_34_141,VGND,li1,73.1400,103.3600,0.000006
FILLER_0_34_139,VGND,li1,69.6900,103.3600,0.000006
FILLER_0_34_133,VGND,li1,68.0800,103.3600,0.000006
FILLER_0_34_121,VGND,li1,63.9400,103.3600,0.000006
FILLER_0_34_109,VGND,li1,58.4200,103.3600,0.000005
FILLER_0_34_97,VGND,li1,52.9000,103.3600,0.000005
FILLER_0_34_85,VGND,li1,47.3800,103.3600,0.000004
FILLER_0_34_83,VGND,li1,43.9300,103.3600,0.000004
FILLER_0_34_77,VGND,li1,42.3200,103.3600,0.000004
FILLER_0_34_65,VGND,li1,38.1800,103.3600,0.000003
FILLER_0_34_53,VGND,li1,32.6600,103.3600,0.000003
FILLER_0_34_41,VGND,li1,27.1400,103.3600,0.000002
FILLER_0_34_29,VGND,li1,21.6200,103.3600,0.000002
FILLER_0_34_22,VGND,li1,17.0200,103.3600,0.000003
FILLER_0_34_18,VGND,li1,14.0300,103.3600,0.000003
FILLER_0_34_6,VGND,li1,11.0400,103.3600,0.000003
FILLER_0_33_293,VGND,li1,141.6800,103.3600,0.000012
FILLER_0_33_281,VGND,li1,137.5400,103.3600,0.000011
FILLER_0_33_279,VGND,li1,134.0900,103.3600,0.000011
FILLER_0_33_273,VGND,li1,132.4800,103.3600,0.000011
FILLER_0_33_261,VGND,li1,128.3400,103.3600,0.000011
FILLER_0_33_249,VGND,li1,122.8200,103.3600,0.000011
FILLER_0_33_237,VGND,li1,117.3000,103.3600,0.000010
FILLER_0_33_225,VGND,li1,111.7800,103.3600,0.000010
FILLER_0_33_223,VGND,li1,108.3300,103.3600,0.000009
FILLER_0_33_217,VGND,li1,106.7200,103.3600,0.000009
FILLER_0_33_205,VGND,li1,102.5800,103.3600,0.000009
FILLER_0_33_193,VGND,li1,97.0600,103.3600,0.000008
FILLER_0_33_181,VGND,li1,91.5400,103.3600,0.000008
FILLER_0_33_169,VGND,li1,86.0200,103.3600,0.000007
FILLER_0_33_167,VGND,li1,82.5700,103.3600,0.000007
FILLER_0_33_161,VGND,li1,80.9600,103.3600,0.000007
FILLER_0_33_149,VGND,li1,76.8200,103.3600,0.000007
FILLER_0_33_137,VGND,li1,71.3000,103.3600,0.000006
FILLER_0_33_125,VGND,li1,65.7800,103.3600,0.000006
FILLER_0_33_113,VGND,li1,60.2600,103.3600,0.000005
FILLER_0_33_111,VGND,li1,56.8100,103.3600,0.000005
FILLER_0_33_105,VGND,li1,55.2000,103.3600,0.000005
FILLER_0_33_93,VGND,li1,51.0600,103.3600,0.000004
FILLER_0_33_81,VGND,li1,45.5400,103.3600,0.000004
FILLER_0_33_69,VGND,li1,40.0200,103.3600,0.000003
FILLER_0_33_57,VGND,li1,34.5000,103.3600,0.000003
FILLER_0_33_55,VGND,li1,31.0500,103.3600,0.000003
FILLER_0_33_47,VGND,li1,28.9800,103.3600,0.000002
FILLER_0_33_35,VGND,li1,24.3800,103.3600,0.000002
FILLER_0_33_23,VGND,li1,18.8600,103.3600,0.000003
FILLER_0_33_16,VGND,li1,13.8000,103.3600,0.000003
FILLER_0_33_3,VGND,li1,8.7400,103.3600,0.000004
FILLER_0_32_287,VGND,li1,139.3800,97.9200,0.000064
FILLER_0_32_275,VGND,li1,134.7800,97.9200,0.000063
FILLER_0_32_271,VGND,li1,130.4100,97.9200,0.000061
FILLER_0_32_265,VGND,li1,128.8000,97.9200,0.000061
FILLER_0_32_253,VGND,li1,124.6600,97.9200,0.000059
FILLER_0_32_251,VGND,li1,121.2100,97.9200,0.000057
FILLER_0_32_245,VGND,li1,119.6000,97.9200,0.000057
FILLER_0_32_233,VGND,li1,115.4600,97.9200,0.000056
FILLER_0_32_221,VGND,li1,109.9400,97.9200,0.000053
FILLER_0_32_209,VGND,li1,104.4200,97.9200,0.000051
